datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-25_02:20:10,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,28,32,5447,5167,34444,923564,32712,34444,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:17,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,28,32,5745,5165,43784,739204,23972,43784,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:23,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,28,32,6398,5889,44088,737904,23708,44088,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:31,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,28,32,5947,5389,43796,738304,23984,43796,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:37,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,28,32,5699,5182,43920,738024,23860,43920,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:44,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,28,32,5809,5177,43556,739028,23924,43556,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:51,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,28,32,6169,5870,34212,922376,32568,34212,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:58,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,28,32,6255,5965,34476,922548,32448,34476,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:21:05,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,28,32,6333,6037,34232,922396,32576,34232,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:21:13,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,28,32,6418,6132,34376,923240,32524,34376,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:21:20,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,28,32,6418,6120,34536,921988,32564,34536,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:21:28,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,28,64,9399,9118,34088,922564,32720,34088,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:21:38,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,28,64,9543,9256,34000,922816,32640,34000,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:21:49,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,28,64,9543,9250,34272,921956,32600,34272,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:00,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,28,64,9584,9293,34304,921740,32628,34304,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:10,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,28,64,9628,9330,34316,923096,32696,34316,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:21,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,28,64,10017,9494,43996,739268,23884,43996,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:32,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,28,64,10108,9577,43940,739012,23952,43940,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:43,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,28,64,10014,9483,43792,738012,23856,43792,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:22:54,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,28,64,9764,9198,43740,737492,23800,43740,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:23:05,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,28,64,9627,9107,43788,738584,23996,43788,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:23:15,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,28,64,10354,10053,34304,921272,32572,34304,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:23:27,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,28,64,10777,10488,34492,921084,32580,34492,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:23:38,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,28,64,10667,10374,34348,920476,32568,34348,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:23:50,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,28,64,10451,10172,34812,922180,32532,34812,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:24:02,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,28,64,10073,9763,34548,923296,32536,34548,7488,0.000000,0.089355,1.005239,0.000010
2022-01-25_02:24:13,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,28,1,2928,2640,34060,921976,32600,34060,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:17,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,28,1,3149,2873,33764,921280,32636,33764,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:21,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,28,1,3113,2835,34432,923816,32640,34432,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:25,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,28,1,3981,3696,34228,923676,32680,34228,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:30,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,28,1,3013,2724,33984,921952,32544,33984,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:34,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,28,1,3547,3037,43516,738104,23788,43516,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:38,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,28,1,3137,2616,44108,739236,23872,44108,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:43,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,28,1,3533,3000,44076,739664,23812,44076,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:47,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,28,1,3810,3267,44308,739384,23940,44308,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:52,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,28,1,3381,2872,44040,739672,24024,44040,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:24:57,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,28,1,5023,4736,34560,923664,32704,34560,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:25:03,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,28,1,5098,4786,34560,924488,32640,34560,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:25:09,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,28,1,4946,4664,33980,923004,32668,33980,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:25:15,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,28,1,4884,4603,34368,922032,32420,34368,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:25:21,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,28,1,4944,4657,34228,923512,32512,34228,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:25:27,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,28,2,2461,2184,33980,922652,32680,33980,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:25:30,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,28,2,2578,2284,33964,922872,32684,33964,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:25:35,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,28,2,2736,2285,34380,923288,32780,34380,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:25:40,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,28,2,2363,2028,34028,922276,32628,34028,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:25:43,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,28,2,2274,1995,34232,923100,32636,34232,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:25:47,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,42,2,3423,2846,44100,1095264,23868,44100,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:25:52,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,42,2,3446,2606,44064,1093068,23784,44064,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:25:57,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,42,2,3587,2971,43828,1092828,23792,43828,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:02,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,42,2,3869,3257,44136,1092948,23892,44136,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:07,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,42,2,3558,2977,44008,1094624,23812,44008,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:11,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,42,2,3938,3583,34620,1384380,32396,34620,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:17,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,42,2,4136,3655,35028,1385848,32596,35028,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:22,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,42,2,4293,4004,35020,1386212,32492,35020,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:28,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,42,2,4162,3860,34792,1386280,32660,34792,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:33,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,42,2,3874,3560,34504,1384220,32572,34504,312,0.000000,0.106445,1.208042,0.000015
2022-01-25_02:26:38,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,42,4,2812,2508,34264,1384772,32636,34264,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:26:43,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,42,4,3564,3241,34600,1384940,32580,34600,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:26:47,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,42,4,2596,2305,34552,1382968,32600,34552,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:26:51,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,42,4,2945,2658,34748,1384888,32700,34748,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:26:55,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,42,4,2336,2043,34524,1383736,32604,34524,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:26:58,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,42,4,2752,2221,44252,1094836,23980,44252,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:27:02,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,42,4,2794,2258,44136,1094560,23936,44136,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:27:06,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,42,4,2572,2019,44304,1093220,23816,44304,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:27:09,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,42,4,3006,2455,44408,1094260,23764,44408,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:27:13,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,42,4,2824,2284,44212,1094220,23916,44212,516,0.000000,0.120605,1.199049,0.000014
2022-01-25_02:27:17,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,42,4,3405,3111,35080,1385164,32536,35080,516,0.000000,0.120605,1.199049,0.000014
